route_id,origin_lat,origin_lon,dest_lat,dest_lon,waypoint_count,route_length_km,avg_altitude_m,max_altitude_m,uav_model,max_range_km,max_speed_ms,payload_capacity_kg,battery_capacity_kwh,energy_consumption_kwh_per_km,delivery_time_min,energy_consumed_kwh,restricted_zone_crossings,constraint_violation,optimization_target_met,delivery_priority,airspace_density,weather_risk_score
RT-01665,30.190112,119.941703,30.098756,120.261899,8,32.46,83.0,123.1,DJI FlyCart 30,38.9,16.3,22.0,4.34,0.263,171.5,8.54,4,1,0,加急,40.1,0.536
RT-01666,30.003787,120.328340,30.332193,120.333494,11,36.56,181.7,270.0,EHang Falcon,25.4,24.5,22.9,5.84,0.156,132.5,5.70,1,0,0,紧急,10.0,0.380
RT-01667,30.448239,119.945042,30.026674,120.058625,6,48.18,119.4,190.3,EHang Falcon,37.7,22.4,20.2,9.99,0.213,186.4,10.26,5,1,0,普通,10.2,0.313
RT-01668,30.273908,120.062730,30.256500,120.026920,5,3.95,118.3,131.4,Meituan UAV,32.6,14.1,24.6,9.42,0.052,24.7,0.21,3,0,1,紧急,28.3,0.842
RT-01669,30.037826,120.026041,30.437286,120.057553,10,44.57,74.3,173.0,DJI FlyCart 30,23.4,16.0,19.3,4.14,0.235,240.4,10.49,4,1,0,加急,47.4,0.635
RT-01670,30.264709,120.323469,30.075122,120.127752,3,28.29,169.3,185.9,Meituan UAV,11.3,17.2,26.2,9.61,0.243,144.0,6.87,0,0,0,普通,47.2,0.447
RT-01671,30.429424,120.154996,30.256258,120.285870,11,23.01,196.0,268.4,ZTO UAV,43.8,13.5,3.7,6.28,0.099,145.9,2.27,1,0,0,加急,21.6,0.939
RT-01672,30.285022,120.190741,30.004666,120.251537,10,31.75,75.1,126.8,SF UAS,29.7,12.3,29.1,6.05,0.168,226.1,5.34,2,0,0,加急,40.9,0.800
RT-01673,30.402697,120.180875,30.352446,120.277915,5,10.87,117.3,202.7,DJI FlyCart 30,12.4,15.7,22.1,4.34,0.169,60.2,1.84,4,1,0,加急,48.1,0.927
RT-01674,30.311249,120.079387,30.421846,120.265807,11,21.73,52.0,76.7,SF UAS,32.7,20.1,10.2,2.73,0.263,96.1,5.72,4,1,0,紧急,9.2,0.075
RT-01675,30.049603,120.196274,30.381596,120.194389,11,36.96,182.4,282.3,ZTO UAV,15.5,14.6,17.2,4.01,0.059,216.7,2.18,4,1,0,加急,6.7,0.805
RT-01676,30.080316,119.969384,30.312648,120.155546,13,31.46,137.8,198.7,DJI FlyCart 30,17.4,24.6,19.8,1.52,0.206,113.5,6.50,0,0,0,医疗物资,23.5,0.464
RT-01677,30.326341,120.139066,30.215041,120.325148,9,21.76,188.0,253.5,DJI FlyCart 30,26.1,13.8,19.9,3.06,0.299,138.7,6.50,2,0,0,普通,8.1,0.187
RT-01678,30.020983,120.145025,30.385829,120.114663,15,40.72,94.8,187.3,Meituan UAV,23.3,21.6,11.9,8.74,0.188,164.7,7.66,0,0,0,医疗物资,31.3,0.169
RT-01679,30.202423,120.179119,30.114586,120.220034,8,10.54,121.4,160.1,DJI FlyCart 30,38.9,15.8,10.0,7.85,0.268,59.3,2.83,1,0,0,医疗物资,40.5,0.476
RT-01680,30.155515,119.954573,30.063299,120.216855,13,27.26,124.9,144.9,ZTO UAV,43.8,24.9,20.0,3.24,0.214,97.0,5.85,2,0,0,紧急,22.9,0.835
RT-01681,30.164984,119.903783,30.449113,120.237539,12,45.05,109.3,133.8,SF UAS,35.4,17.0,3.4,3.07,0.114,230.5,5.14,1,0,0,医疗物资,25.4,0.588
RT-01682,30.292975,120.250997,30.379952,120.231882,4,9.85,116.5,137.9,EHang Falcon,18.7,15.5,13.0,6.67,0.212,57.2,2.09,0,0,0,普通,29.4,0.129
RT-01683,30.153318,120.067878,30.418739,120.142626,7,30.41,62.3,100.0,ZTO UAV,23.0,24.6,2.8,3.33,0.080,108.0,2.42,1,0,0,普通,26.6,0.353
RT-01684,30.165664,120.269923,30.067526,119.937967,7,33.78,57.9,88.8,DJI FlyCart 30,37.1,14.1,16.4,4.25,0.134,208.1,4.53,3,0,0,紧急,35.1,0.751
RT-01685,30.166345,120.218775,30.085916,120.027574,11,20.47,100.7,188.2,DJI FlyCart 30,46.3,14.6,24.5,9.70,0.201,124.1,4.11,3,0,0,医疗物资,11.6,0.154
RT-01686,30.067977,120.159899,30.315440,120.063536,8,29.07,178.1,209.6,EHang Falcon,26.0,16.4,21.1,1.95,0.143,153.9,4.16,1,0,0,医疗物资,24.9,0.026
RT-01687,30.221305,120.271521,30.055363,120.191586,14,20.01,138.4,194.0,Meituan UAV,11.7,16.2,9.0,1.01,0.145,106.9,2.90,0,0,0,紧急,38.7,0.667
RT-01688,30.350908,119.971960,30.335587,120.314793,9,32.98,169.3,230.4,EHang Falcon,17.7,10.7,6.4,3.79,0.192,267.0,6.34,3,0,0,普通,2.5,0.900
RT-01689,30.053509,120.209935,30.094218,120.150098,13,7.33,127.2,158.9,ZTO UAV,44.3,25.0,11.1,3.34,0.187,30.0,1.37,2,0,1,医疗物资,43.3,0.600
RT-01690,30.197938,119.919969,30.084137,120.323488,10,40.86,187.9,229.2,ZTO UAV,37.1,15.7,23.6,6.52,0.200,225.2,8.18,0,0,0,医疗物资,15.3,0.982
RT-01691,30.319076,119.936004,30.096352,120.188707,2,34.72,169.8,257.4,EHang Falcon,28.6,18.2,10.7,3.02,0.079,164.3,2.74,1,0,0,紧急,32.8,0.465
RT-01692,30.119316,119.907666,30.192746,120.290429,6,37.74,140.0,184.1,DJI FlyCart 30,49.2,17.0,2.2,3.99,0.229,193.1,8.64,4,1,0,加急,4.5,0.802
RT-01693,30.138827,120.324390,30.324365,120.218511,13,23.03,70.0,132.2,SF UAS,18.2,24.0,7.4,3.70,0.169,85.3,3.90,1,0,0,加急,27.7,0.744
RT-01694,30.258294,120.176561,30.235611,120.171443,8,2.57,117.4,122.3,EHang Falcon,16.8,14.3,21.6,8.17,0.262,18.8,0.67,5,1,0,加急,39.0,0.713
RT-01695,30.043188,120.164162,30.326125,120.149841,10,31.53,79.7,168.5,DJI FlyCart 30,33.8,18.8,14.8,7.85,0.134,147.1,4.24,0,0,0,普通,11.2,0.686
RT-01696,30.418978,120.240870,30.429553,120.059547,7,17.45,197.2,262.1,DJI FlyCart 30,28.0,16.1,2.5,5.11,0.108,94.9,1.88,3,0,0,普通,8.2,0.218
RT-01697,30.446125,120.254481,30.042772,120.124108,4,46.62,97.0,147.5,EHang Falcon,28.8,17.8,19.7,3.18,0.209,226.6,9.74,1,0,0,医疗物资,46.0,0.527
RT-01698,30.050442,119.965208,30.287694,120.113408,8,30.02,135.2,191.1,Meituan UAV,45.4,16.5,4.9,9.45,0.110,157.7,3.30,1,0,0,紧急,12.4,0.316
RT-01699,30.239767,120.183620,30.444364,120.051871,13,26.06,101.3,180.0,DJI FlyCart 30,33.2,17.5,5.7,6.95,0.275,130.0,7.16,4,1,0,普通,26.5,0.691
RT-01700,30.357357,119.958890,30.403120,119.905857,7,7.20,102.0,167.9,ZTO UAV,40.4,15.1,29.7,5.24,0.054,42.8,0.39,0,0,0,紧急,8.9,0.598
RT-01701,30.184432,120.123516,30.185514,120.060041,15,6.11,51.2,118.2,DJI FlyCart 30,38.9,14.0,18.7,5.77,0.142,40.0,0.86,2,0,0,加急,34.0,0.918
RT-01702,30.014845,120.159611,30.068010,120.174782,8,6.10,183.9,259.7,DJI FlyCart 30,13.8,21.9,26.0,4.35,0.196,24.1,1.20,0,0,1,普通,26.8,0.136
RT-01703,30.318853,120.155853,30.253532,119.975299,12,18.82,62.8,80.5,EHang Falcon,11.3,22.4,12.7,3.13,0.175,76.1,3.30,4,1,0,普通,18.4,0.036
RT-01704,30.396011,120.270273,30.231949,120.100440,9,24.49,163.2,208.3,ZTO UAV,23.5,16.4,6.4,8.09,0.063,130.9,1.55,3,0,0,医疗物资,22.5,0.178
RT-01705,30.344059,120.327068,30.402106,120.286479,11,7.55,81.3,105.8,SF UAS,23.8,14.3,12.6,1.74,0.145,48.9,1.09,0,0,0,加急,17.0,0.856
RT-01706,30.256547,119.955241,30.075527,120.252554,4,35.00,123.8,198.0,EHang Falcon,17.0,13.2,18.8,4.60,0.068,228.2,2.39,2,0,0,加急,12.8,0.083
RT-01707,30.151254,119.941604,30.099905,120.140078,2,19.95,101.1,130.7,SF UAS,23.1,21.8,20.4,4.67,0.200,80.6,3.98,1,0,0,加急,37.1,0.448
RT-01708,30.031219,119.921057,30.270916,120.349316,15,49.11,71.5,154.2,SF UAS,30.4,18.8,22.5,3.00,0.110,226.9,5.39,1,0,0,加急,43.5,0.372
RT-01709,30.330152,119.953195,30.101787,120.035804,13,26.63,95.8,132.2,DJI FlyCart 30,19.2,14.7,3.3,4.27,0.164,155.3,4.36,4,1,0,普通,47.3,0.862
RT-01710,30.293928,120.247695,30.211541,120.171133,12,11.76,193.5,233.7,Meituan UAV,20.3,14.6,14.6,7.96,0.209,73.5,2.46,1,0,0,紧急,22.3,0.035
RT-01711,30.301767,119.959934,30.216084,120.143365,8,20.05,66.0,75.0,ZTO UAV,24.0,13.5,15.7,1.79,0.236,131.6,4.74,0,0,0,医疗物资,21.4,0.226
RT-01712,30.442944,120.108250,30.406751,119.945395,4,16.14,131.5,174.5,SF UAS,40.8,17.0,14.8,5.29,0.080,84.3,1.29,4,1,0,加急,4.0,0.072
RT-01713,30.143721,120.215631,30.252322,120.334184,12,16.62,179.0,202.1,DJI FlyCart 30,34.7,13.2,5.4,9.31,0.143,111.4,2.38,4,1,0,普通,20.1,0.437
RT-01714,30.136974,120.126747,30.443057,120.034312,11,35.21,151.5,239.9,Meituan UAV,18.2,13.1,9.1,6.63,0.062,233.7,2.19,4,1,0,加急,39.7,0.202
RT-01715,30.178890,120.034349,30.347000,120.294637,9,31.25,176.6,251.8,ZTO UAV,28.5,19.1,18.2,7.48,0.074,144.0,2.32,1,0,0,普通,42.0,0.371
RT-01716,30.078858,120.092998,30.114287,119.908357,12,18.22,111.9,117.3,SF UAS,41.4,12.3,10.3,9.56,0.228,127.7,4.16,4,1,0,普通,9.4,0.390
RT-01717,30.444130,120.211124,30.424711,120.159407,5,5.41,82.1,159.4,DJI FlyCart 30,46.4,18.2,24.8,4.71,0.144,27.7,0.78,2,0,1,紧急,22.0,0.172
RT-01718,30.001504,119.926031,30.039914,120.218772,3,28.54,80.1,137.0,DJI FlyCart 30,45.5,10.1,13.7,1.32,0.261,245.3,7.46,0,0,0,医疗物资,16.8,0.098
RT-01719,30.024816,120.295315,30.436681,120.268623,5,45.92,181.0,280.4,Meituan UAV,35.9,20.1,8.8,4.18,0.283,199.0,13.00,0,0,0,医疗物资,9.8,0.415
RT-01720,30.205156,120.277200,30.391505,120.213926,4,21.62,198.2,261.7,EHang Falcon,40.2,16.9,14.5,7.76,0.181,113.7,3.90,3,0,0,加急,26.5,0.486
RT-01721,30.042131,120.154038,30.125925,119.925227,12,23.93,125.7,146.2,ZTO UAV,19.0,10.5,17.8,7.77,0.233,195.7,5.59,4,1,0,医疗物资,6.7,0.400
RT-01722,30.363381,120.056131,30.042211,120.070564,4,35.78,96.9,113.1,SF UAS,40.7,17.2,29.7,1.93,0.184,181.5,6.57,4,1,0,加急,38.9,0.712
RT-01723,30.118148,120.252176,30.012560,120.257095,9,11.76,59.6,62.3,ZTO UAV,19.1,23.4,28.0,1.11,0.237,48.0,2.79,3,0,0,紧急,7.3,0.172
RT-01724,30.015139,119.922107,30.395491,120.221257,9,51.20,112.2,192.9,Meituan UAV,23.7,12.4,5.7,2.75,0.285,359.1,14.59,2,0,0,普通,36.1,0.297
RT-01725,30.447756,120.239033,30.217828,119.999545,3,34.42,175.6,227.0,DJI FlyCart 30,26.7,18.3,6.9,4.53,0.089,162.0,3.06,1,0,0,加急,34.3,0.333
RT-01726,30.445231,120.219127,30.128916,119.955539,11,43.38,169.0,177.1,DJI FlyCart 30,40.1,10.2,21.0,6.86,0.060,363.2,2.58,0,0,0,紧急,26.8,0.247
RT-01727,30.391655,120.200448,30.132197,120.136710,9,29.53,170.6,254.2,DJI FlyCart 30,41.2,13.7,9.8,1.47,0.212,190.1,6.25,0,0,0,普通,9.5,0.918
RT-01728,30.388102,120.160379,30.322674,120.218264,2,9.16,193.1,238.7,Meituan UAV,16.9,12.7,9.9,1.72,0.249,64.2,2.28,1,0,0,普通,22.3,0.485
RT-01729,30.081019,120.211895,30.214755,120.152289,6,15.96,121.5,159.3,SF UAS,12.3,24.8,23.5,9.24,0.068,59.2,1.08,5,1,0,医疗物资,1.5,0.325
RT-01730,30.033270,120.064486,30.229821,119.966010,15,23.85,87.3,178.1,DJI FlyCart 30,18.5,22.6,4.9,7.17,0.141,91.1,3.35,3,0,0,加急,43.5,0.274
RT-01731,30.320125,120.215394,30.245975,120.163169,14,9.66,59.0,123.6,SF UAS,43.2,15.7,28.2,2.86,0.061,56.0,0.59,3,0,0,医疗物资,3.4,0.291
RT-01732,30.247357,120.118781,30.003875,120.244194,2,29.67,134.9,172.2,SF UAS,26.1,22.8,15.9,3.30,0.109,115.0,3.25,2,0,0,普通,12.8,0.665
RT-01733,30.129362,120.048771,30.189586,119.916071,9,14.42,90.5,126.9,DJI FlyCart 30,10.3,10.9,15.5,8.99,0.146,115.5,2.10,3,0,0,医疗物资,26.8,0.862
RT-01734,30.113267,120.156376,30.401604,120.148696,9,32.11,164.2,249.9,SF UAS,41.7,16.0,4.0,8.50,0.252,173.0,8.08,3,0,0,医疗物资,4.3,0.494
RT-01735,30.320451,120.256374,30.038654,120.278027,15,31.44,102.9,121.7,SF UAS,29.9,13.9,20.2,9.01,0.294,197.2,9.25,4,1,0,普通,43.7,0.125
RT-01736,30.446630,119.912599,30.438477,120.184320,11,26.09,170.2,236.5,Meituan UAV,39.4,10.6,0.9,7.28,0.088,214.1,2.30,2,0,0,普通,10.9,0.093
RT-01737,30.442401,120.135956,30.141524,120.217094,10,34.39,142.1,166.7,DJI FlyCart 30,14.8,24.5,7.6,9.07,0.162,120.8,5.58,4,1,0,医疗物资,22.9,0.725
RT-01738,30.106783,120.148937,30.122778,120.284572,9,13.18,114.2,142.8,Meituan UAV,13.6,22.4,14.8,7.30,0.166,50.8,2.19,0,0,0,加急,16.2,0.166
RT-01739,30.073678,120.248868,30.132236,119.935051,14,30.92,172.7,174.0,DJI FlyCart 30,30.8,22.9,13.6,2.24,0.168,118.3,5.20,5,1,0,紧急,41.2,0.300
RT-01740,30.017318,120.240687,30.224400,119.914168,3,38.99,113.1,187.2,SF UAS,13.9,13.3,19.2,8.81,0.287,253.9,11.18,2,0,0,普通,10.9,0.250
RT-01741,30.336657,120.248881,30.033527,120.198379,12,34.09,165.8,206.1,EHang Falcon,25.7,11.4,4.3,4.31,0.102,259.3,3.47,4,1,0,医疗物资,26.4,0.422
RT-01742,30.342077,119.954986,30.358647,120.144669,8,18.31,95.5,153.1,Meituan UAV,42.2,22.7,11.5,3.60,0.184,71.6,3.37,5,1,0,医疗物资,48.8,0.520
RT-01743,30.420306,120.120837,30.191257,120.315186,4,31.61,101.5,131.0,DJI FlyCart 30,36.7,18.7,11.7,8.29,0.155,145.5,4.90,1,0,0,普通,47.5,0.348
RT-01744,30.061578,120.208692,30.104508,119.989812,12,21.62,162.6,218.9,EHang Falcon,41.7,16.7,16.7,8.39,0.292,112.3,6.32,5,1,0,加急,45.8,0.392
RT-01745,30.061615,120.039017,30.298079,120.286883,7,35.52,148.6,194.9,EHang Falcon,29.7,19.8,5.8,8.29,0.187,158.0,6.65,4,1,0,普通,21.1,0.012
RT-01746,30.346415,119.977052,30.416892,119.954088,4,8.15,97.0,178.6,Meituan UAV,30.7,19.0,17.4,6.15,0.135,39.3,1.10,4,1,0,普通,3.2,0.991
RT-01747,30.348877,120.011948,30.175760,120.023113,2,19.30,147.2,193.7,Meituan UAV,47.7,19.6,24.4,9.58,0.299,87.2,5.77,0,0,0,医疗物资,6.3,0.695
RT-01748,30.342574,120.202014,30.049020,120.235377,5,32.84,149.4,230.1,Meituan UAV,42.8,11.4,15.1,4.12,0.271,249.1,8.90,0,0,0,加急,15.4,0.170
RT-01749,30.314668,120.306524,30.332365,120.131362,2,16.95,162.3,241.8,Meituan UAV,44.8,10.9,14.4,8.35,0.142,137.2,2.41,5,1,0,医疗物资,45.1,0.763
RT-01750,30.043891,120.109743,30.150378,119.978153,9,17.35,164.5,208.3,EHang Falcon,40.4,17.9,6.9,3.98,0.053,86.9,0.92,3,0,0,医疗物资,7.4,0.134
RT-01751,30.064130,120.183270,30.043069,120.237199,4,5.70,66.5,87.6,ZTO UAV,15.8,22.1,12.1,2.59,0.201,22.4,1.14,5,1,0,紧急,27.7,0.696
RT-01752,30.438893,120.037893,30.276767,120.032552,6,18.06,52.3,74.3,ZTO UAV,17.2,11.3,21.9,1.12,0.135,141.4,2.45,4,1,0,普通,40.6,0.255
RT-01753,30.254540,119.974092,30.317923,120.162196,8,19.41,50.4,71.4,EHang Falcon,38.8,21.6,17.0,8.12,0.234,80.0,4.55,1,0,0,普通,15.9,0.053
RT-01754,30.332040,119.935102,30.094597,120.023050,6,27.75,59.8,117.5,DJI FlyCart 30,23.2,18.3,22.2,3.76,0.105,134.9,2.92,3,0,0,加急,31.9,0.890
RT-01755,30.232100,120.279862,30.007380,120.072268,13,32.02,86.6,114.6,EHang Falcon,49.4,22.2,1.1,1.11,0.080,128.9,2.56,3,0,0,医疗物资,13.4,0.055
RT-01756,30.064291,120.004358,30.446489,120.173255,3,45.54,133.4,181.6,ZTO UAV,22.5,23.5,12.5,6.68,0.287,166.3,13.07,5,1,0,加急,19.0,0.114
RT-01757,30.327659,120.138089,30.251300,120.334205,10,20.68,122.7,199.8,SF UAS,40.9,18.9,21.3,4.10,0.160,96.5,3.31,0,0,0,加急,38.1,0.642
RT-01758,30.351147,120.039963,30.441650,120.254869,15,22.96,173.9,249.4,EHang Falcon,12.2,18.2,18.9,8.67,0.132,112.0,3.02,0,0,0,紧急,48.9,0.606
RT-01759,30.210662,120.127851,30.376999,120.140162,13,18.55,90.3,138.4,EHang Falcon,36.7,18.2,2.0,9.95,0.149,88.3,2.77,0,0,0,加急,25.8,0.683
RT-01760,30.003961,120.039384,30.322057,120.053755,3,35.44,185.4,224.3,Meituan UAV,49.9,14.9,8.3,5.15,0.199,205.6,7.07,3,0,0,紧急,38.1,0.694
RT-01761,30.278587,120.295850,30.011421,120.102442,2,35.09,152.3,203.9,ZTO UAV,36.4,22.2,28.8,6.03,0.078,139.0,2.72,0,0,0,医疗物资,42.1,0.075
RT-01762,30.307813,120.276547,30.147226,119.944038,9,36.64,60.8,87.9,SF UAS,43.9,14.0,27.3,3.72,0.063,228.4,2.30,4,1,0,紧急,20.9,0.828
RT-01763,30.067612,119.919699,30.132324,120.216305,2,29.46,154.4,169.6,DJI FlyCart 30,36.9,13.4,2.9,8.07,0.147,191.1,4.34,5,1,0,普通,29.9,0.415
RT-01764,30.296599,120.082147,30.231492,120.130439,9,8.61,175.0,260.1,SF UAS,11.0,10.7,25.3,6.36,0.153,72.4,1.32,1,0,0,普通,12.8,0.639
RT-01765,30.060856,119.983559,30.413571,120.169036,15,43.13,91.8,118.0,Meituan UAV,40.0,22.6,2.0,2.67,0.062,164.8,2.67,2,0,0,医疗物资,4.7,0.122
RT-01766,30.297358,119.922334,30.357061,119.924525,4,6.65,121.3,173.6,Meituan UAV,47.1,18.8,25.7,2.98,0.067,32.2,0.44,3,0,0,普通,4.9,0.135
RT-01767,30.311947,119.973845,30.008350,120.090552,15,35.61,185.0,218.7,ZTO UAV,29.3,23.9,2.3,6.59,0.093,128.4,3.33,4,1,0,医疗物资,33.4,0.360
RT-01768,30.254160,120.246957,30.139034,120.095410,6,19.41,74.6,98.8,SF UAS,23.5,20.7,7.8,2.68,0.103,83.2,2.00,4,1,0,加急,12.0,0.519
RT-01769,30.041334,120.020564,30.244094,120.285816,6,34.08,62.8,74.2,DJI FlyCart 30,26.7,23.5,13.9,7.91,0.255,124.7,8.69,3,0,0,紧急,15.7,0.356
RT-01770,30.144367,120.220339,30.374861,120.323321,15,27.50,192.7,259.6,ZTO UAV,17.9,23.0,7.2,2.57,0.053,107.0,1.47,3,0,0,普通,37.8,0.163
RT-01771,30.297221,120.003883,30.431413,120.127389,13,19.08,123.8,214.8,SF UAS,36.3,24.6,13.1,5.60,0.122,69.2,2.32,5,1,0,加急,22.8,0.426
RT-01772,30.088511,120.319594,30.344409,120.278767,9,28.76,151.9,196.5,Meituan UAV,34.2,14.2,12.5,1.34,0.150,176.1,4.32,4,1,0,加急,6.1,0.965
RT-01773,30.258500,120.142575,30.066838,120.218070,12,22.54,93.3,98.4,EHang Falcon,18.6,12.7,22.9,3.58,0.069,156.4,1.57,1,0,0,医疗物资,18.9,0.109
RT-01774,30.122899,120.052515,30.399167,120.223483,12,34.87,99.9,116.6,EHang Falcon,34.5,13.0,25.5,1.98,0.087,230.1,3.03,4,1,0,医疗物资,20.6,0.920
RT-01775,30.043141,120.049044,30.326325,120.055177,5,31.53,172.6,240.3,SF UAS,19.6,23.6,20.2,3.41,0.271,118.5,8.53,2,0,0,加急,9.7,0.407
RT-01776,30.432418,120.321821,30.412218,120.035986,15,27.53,156.7,164.4,Meituan UAV,25.9,24.2,21.0,2.52,0.257,100.2,7.09,4,1,0,医疗物资,48.8,0.654
RT-01777,30.204919,119.983162,30.288995,119.937236,9,10.35,86.2,137.3,SF UAS,29.3,24.1,6.7,8.85,0.057,38.3,0.59,0,0,0,医疗物资,19.8,0.733
RT-01778,30.304996,120.176944,30.310067,120.108437,15,6.61,158.3,251.5,Meituan UAV,29.0,13.0,2.7,8.37,0.279,45.0,1.84,0,0,0,医疗物资,29.9,0.748
RT-01779,30.395108,119.902459,30.291238,119.910021,8,11.59,198.7,261.5,EHang Falcon,23.7,22.9,2.9,4.89,0.050,47.2,0.58,2,0,0,普通,44.9,0.517
RT-01780,30.085755,120.240772,30.183199,120.103692,15,17.08,58.7,105.7,ZTO UAV,13.2,19.2,25.1,6.51,0.104,80.9,1.77,4,1,0,普通,46.0,0.991
RT-01781,30.064239,120.104560,30.374382,120.216671,9,36.17,179.2,235.0,EHang Falcon,11.5,14.4,0.9,1.42,0.091,219.5,3.29,3,0,0,紧急,7.6,0.939
RT-01782,30.133025,120.291045,30.211183,119.955596,13,33.43,50.9,117.1,ZTO UAV,29.8,19.2,24.4,1.31,0.176,153.0,5.87,3,0,0,紧急,4.0,0.652
RT-01783,30.003972,120.121129,30.164588,120.013652,3,20.66,133.8,159.6,DJI FlyCart 30,37.0,24.2,7.5,5.77,0.075,74.6,1.56,5,1,0,加急,41.1,0.788
RT-01784,30.300128,120.042151,30.274202,119.966667,2,7.81,66.8,94.3,EHang Falcon,29.1,10.0,20.9,5.99,0.205,70.5,1.60,5,1,0,普通,2.9,0.541
RT-01785,30.437708,119.969594,30.416203,120.258528,8,27.84,142.6,165.1,DJI FlyCart 30,15.7,11.6,11.4,6.80,0.215,209.1,5.99,3,0,0,医疗物资,41.6,0.847
RT-01786,30.428591,120.016687,30.374002,120.124168,14,11.98,130.6,155.7,SF UAS,26.9,17.1,14.3,7.75,0.158,62.2,1.90,0,0,0,紧急,32.5,0.114
RT-01787,30.410018,120.075695,30.196833,119.972394,8,25.72,140.1,151.0,DJI FlyCart 30,36.9,12.0,8.1,5.14,0.205,183.6,5.29,3,0,0,加急,4.8,0.269
RT-01788,30.105766,120.323936,30.048260,120.164428,7,16.65,66.3,111.2,Meituan UAV,13.5,13.7,19.1,1.43,0.109,107.4,1.81,1,0,0,医疗物资,31.6,0.673
RT-01789,30.382456,120.308197,30.135587,120.267638,13,27.76,185.7,193.4,EHang Falcon,39.7,19.3,27.2,2.72,0.183,125.6,5.09,5,1,0,普通,24.0,0.647
RT-01790,30.323833,120.328233,30.399526,119.957946,9,36.55,199.5,233.8,Meituan UAV,17.7,22.9,24.5,3.23,0.211,141.4,7.70,5,1,0,紧急,36.2,0.443
RT-01791,30.399078,120.045597,30.156664,120.102398,4,27.53,181.7,230.0,ZTO UAV,27.0,24.8,26.5,6.16,0.143,96.6,3.92,4,1,0,医疗物资,41.0,0.121
RT-01792,30.103684,120.310743,30.256482,120.225709,7,18.88,57.7,74.6,SF UAS,20.5,18.5,29.2,8.91,0.052,89.7,0.99,4,1,0,加急,36.4,0.919
RT-01793,30.314311,120.288795,30.232686,120.276353,7,9.16,175.8,262.9,ZTO UAV,11.8,15.9,7.2,3.88,0.279,53.1,2.56,5,1,0,紧急,33.1,0.320
RT-01794,30.000407,120.036060,30.246945,119.935560,2,29.10,146.5,224.1,Meituan UAV,17.2,13.5,6.1,6.98,0.191,189.0,5.56,0,0,0,紧急,22.8,0.629
RT-01795,30.193670,120.119645,30.100345,119.941174,15,20.08,152.7,244.0,ZTO UAV,19.9,19.9,6.0,9.92,0.212,89.7,4.25,2,0,0,紧急,26.0,0.306
RT-01796,30.175835,120.170464,30.420192,120.335870,3,31.51,123.3,128.9,Meituan UAV,19.9,19.0,23.1,7.73,0.280,142.2,8.81,5,1,0,医疗物资,4.3,0.269
RT-01797,30.364133,120.046473,30.289146,119.909871,11,15.56,188.2,263.2,ZTO UAV,10.3,11.8,27.1,4.46,0.174,117.9,2.71,0,0,0,普通,47.7,0.899
RT-01798,30.360698,120.158018,30.193511,119.935344,10,28.37,142.7,190.8,SF UAS,15.2,21.1,9.0,6.78,0.293,116.8,8.31,2,0,0,紧急,0.6,0.478
RT-01799,30.331219,120.290692,30.090384,120.271668,6,26.87,152.6,161.0,DJI FlyCart 30,24.6,11.7,9.3,8.64,0.144,197.4,3.88,5,1,0,紧急,3.1,0.417
RT-01800,30.386998,120.009609,30.243369,120.331619,10,34.83,197.9,271.0,ZTO UAV,28.7,13.9,22.0,4.73,0.281,215.3,9.79,4,1,0,紧急,4.2,0.480
RT-01801,30.125181,120.230930,30.316635,120.045340,3,27.80,129.3,131.5,ZTO UAV,40.6,21.7,8.7,6.04,0.223,111.1,6.21,5,1,0,紧急,27.6,0.816
RT-01802,30.172364,120.005143,30.306705,120.265951,4,29.20,101.4,154.9,SF UAS,16.4,16.3,4.7,9.30,0.283,155.5,8.26,4,1,0,加急,18.3,0.139
RT-01803,30.377909,119.987214,30.187807,120.046159,14,21.91,151.5,237.0,Meituan UAV,32.3,21.7,12.6,5.83,0.227,87.1,4.97,3,0,0,紧急,17.2,0.101
RT-01804,30.107714,120.067702,30.423657,120.327343,11,43.13,51.9,83.8,ZTO UAV,14.0,24.1,19.4,9.22,0.058,156.4,2.51,1,0,0,紧急,35.4,0.404
RT-01805,30.025916,120.176331,30.308188,120.157824,5,31.47,117.0,157.5,EHang Falcon,21.3,12.8,1.7,2.49,0.187,214.2,5.88,1,0,0,医疗物资,14.4,0.402
RT-01806,30.407538,120.332523,30.391505,120.190116,7,13.79,130.1,229.4,DJI FlyCart 30,43.8,17.4,28.9,2.83,0.150,72.6,2.07,3,0,0,加急,7.0,0.408
RT-01807,30.390722,120.008425,30.271867,120.346547,7,35.08,107.9,154.2,EHang Falcon,49.2,23.4,6.5,2.76,0.237,133.2,8.31,0,0,0,加急,46.7,0.677
RT-01808,30.405092,120.344464,30.390900,120.194711,3,14.47,113.4,155.4,EHang Falcon,40.9,15.7,6.5,1.85,0.176,82.6,2.54,2,0,0,紧急,35.6,0.936
RT-01809,30.058014,120.105982,30.384961,120.066458,5,36.59,165.3,251.4,ZTO UAV,33.7,23.9,14.3,7.43,0.277,135.2,10.13,4,1,0,紧急,25.9,0.540
RT-01810,30.380652,120.235784,30.257709,120.279128,2,14.31,137.5,208.5,EHang Falcon,45.6,19.1,20.6,9.08,0.093,69.1,1.33,5,1,0,加急,9.6,0.653
