sample_id,grid_id,city,city_code,timestamp_hour,airspace_class,population_density_index,flight_density_index,sensor_coverage_score,communication_quality_score,wind_speed_mps,rainfall_mm_h,visibility_km,historical_alert_count_24h,computed_risk_score,risk_event_label,data_nature,source_basis
MF0005778,310000_G0161,上海,310000,2026-06-02 06:00:00,低空物流走廊,2669.16,30.62,0.984,0.6,2.96,0.35,10.45,2,6.49,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005779,440100_G0207,广州,440100,2026-06-03 23:00:00,敏感目标保护区,1022.5,23.49,0.515,0.716,2.02,0.5,3.65,3,67.62,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005780,430100_G0494,长沙,430100,2026-06-02 12:00:00,适飞空域,1913.27,20.79,0.741,0.801,6.91,0.1,9.32,1,11.68,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005781,430100_G0095,长沙,430100,2026-06-01 00:00:00,适飞空域,1885.39,26.85,0.801,0.453,6.67,0.15,13.56,1,22.0,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005782,510100_G0405,成都,510100,2026-06-06 22:00:00,适飞空域,4120.33,24.18,0.862,0.818,6.38,0.15,0.5,0,16.78,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005783,340100_G0264,合肥,340100,2026-06-02 20:00:00,适飞空域,344.44,16.44,0.407,0.621,2.7,1.3,8.38,0,11.57,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005784,330100_G0500,杭州,330100,2026-06-01 17:00:00,敏感目标保护区,2117.44,6.52,0.498,0.396,2.98,0.17,12.07,5,85.56,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005785,420100_G0455,武汉,420100,2026-06-03 10:00:00,适飞空域,2411.94,12.58,0.635,0.922,2.3,0.24,6.48,3,35.58,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005786,440300_G0003,深圳,440300,2026-06-02 03:00:00,适飞空域,2005.38,55.43,0.893,0.71,2.54,0.07,10.63,1,22.31,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005787,440100_G0213,广州,440100,2026-06-01 18:00:00,低空物流走廊,2261.58,29.19,0.784,0.733,2.4,0.32,12.55,1,20.59,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005788,110000_G0125,北京,110000,2026-06-06 02:00:00,低空物流走廊,1001.14,5.4,0.898,0.832,1.93,1.07,8.35,1,14.12,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005789,340100_G0274,合肥,340100,2026-06-07 20:00:00,适飞空域,1094.14,27.24,0.869,0.755,5.3,0.2,8.81,2,25.96,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005790,370200_G0042,青岛,370200,2026-06-07 13:00:00,文旅体验区,2082.15,15.0,0.895,0.607,5.32,0.18,10.01,0,28.18,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005791,320600_G0483,南通,320600,2026-06-06 23:00:00,适飞空域,2873.22,31.61,0.758,0.789,3.44,0.17,10.42,0,4.52,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005792,420100_G0272,武汉,420100,2026-06-03 19:00:00,管制空域,950.77,44.03,0.761,0.958,4.21,1.06,7.11,3,50.79,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005793,440400_G0198,珠海,440400,2026-06-03 23:00:00,适飞空域,1696.25,0.0,0.661,0.78,8.58,0.04,7.44,2,27.3,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005794,510100_G0428,成都,510100,2026-06-04 20:00:00,机场净空保护区,1010.6,3.24,0.615,0.774,3.97,0.98,10.22,2,58.8,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005795,330100_G0226,杭州,330100,2026-06-01 22:00:00,适飞空域,1462.47,22.73,0.735,0.718,4.74,1.24,8.52,0,20.58,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005796,440300_G0271,深圳,440300,2026-06-03 20:00:00,适飞空域,669.06,0.0,0.687,0.864,6.35,0.48,4.6,1,30.87,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005797,440100_G0381,广州,440100,2026-06-03 06:00:00,适飞空域,1386.83,18.6,0.857,0.704,0.49,0.11,5.48,2,30.02,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005798,320500_G0201,苏州,320500,2026-06-05 13:00:00,敏感目标保护区,1155.35,19.26,0.568,0.675,1.72,0.32,11.54,4,87.5,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005799,460100_G0119,海口,460100,2026-06-06 16:00:00,机场净空保护区,3518.94,22.74,0.593,0.452,2.93,1.74,7.09,1,73.79,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005800,350200_G0215,厦门,350200,2026-06-04 01:00:00,适飞空域,3533.6,14.11,0.598,0.67,4.08,0.16,9.53,0,21.55,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005801,310000_G0401,上海,310000,2026-06-05 21:00:00,敏感目标保护区,2881.65,24.78,0.848,0.956,3.32,0.18,7.51,2,84.0,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005802,320600_G0198,南通,320600,2026-06-02 10:00:00,禁飞区,2031.15,20.03,0.811,0.809,5.47,0.58,5.84,1,84.99,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005803,370200_G0270,青岛,370200,2026-06-02 15:00:00,适飞空域,1436.49,13.27,0.872,0.877,2.43,0.14,8.37,0,8.46,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005804,320600_G0436,南通,320600,2026-06-03 15:00:00,禁飞区,2215.77,0.0,0.515,0.386,5.29,0.04,5.92,5,100.0,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005805,610100_G0318,西安,610100,2026-06-02 17:00:00,低空物流走廊,2877.57,31.35,0.659,0.771,5.34,1.19,5.47,2,25.91,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005806,440100_G0124,广州,440100,2026-06-01 17:00:00,敏感目标保护区,4056.48,8.62,0.788,0.642,3.1,2.28,8.47,3,72.71,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005807,110000_G0267,北京,110000,2026-06-07 21:00:00,适飞空域,2953.08,1.93,0.641,0.511,4.88,0.66,10.25,1,31.22,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005808,370200_G0274,青岛,370200,2026-06-05 01:00:00,敏感目标保护区,219.11,8.81,0.748,0.576,1.68,0.23,5.28,6,79.2,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005809,370200_G0447,青岛,370200,2026-06-04 15:00:00,适飞空域,3175.17,0.0,0.381,0.595,5.94,0.59,10.27,0,17.13,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005810,440300_G0173,深圳,440300,2026-06-01 16:00:00,机场净空保护区,432.44,12.46,0.787,0.689,4.23,0.59,2.04,3,61.16,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005811,410100_G0042,郑州,410100,2026-06-04 11:00:00,管制空域,2405.29,52.55,0.916,0.612,4.77,0.09,3.92,1,62.76,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005812,440100_G0048,广州,440100,2026-06-03 19:00:00,低空物流走廊,2245.15,12.31,0.704,0.837,3.0,0.17,7.73,0,15.75,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005813,440400_G0427,珠海,440400,2026-06-05 15:00:00,适飞空域,1461.31,52.96,0.778,0.695,1.64,1.03,8.2,2,27.43,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005814,610100_G0377,西安,610100,2026-06-06 19:00:00,管制空域,274.41,12.06,0.655,0.375,4.38,0.53,10.31,0,51.04,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005815,330100_G0003,杭州,330100,2026-06-02 11:00:00,适飞空域,1052.9,14.73,0.395,0.869,5.1,0.31,10.61,2,34.88,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005816,310000_G0276,上海,310000,2026-06-02 10:00:00,管制空域,361.58,6.76,0.907,0.784,3.82,0.24,4.93,3,41.86,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005817,350200_G0245,厦门,350200,2026-06-04 23:00:00,适飞空域,2955.2,0.0,0.597,0.735,7.02,0.68,7.59,1,32.8,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005818,510100_G0038,成都,510100,2026-06-07 17:00:00,管制空域,1443.15,18.66,0.865,0.873,3.74,0.56,8.54,1,53.37,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005819,320100_G0109,南京,320100,2026-06-04 04:00:00,文旅体验区,475.42,20.41,0.577,0.702,5.82,0.58,11.44,0,28.69,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005820,310000_G0420,上海,310000,2026-06-01 12:00:00,低空物流走廊,1234.36,19.05,0.726,0.878,1.32,0.02,10.67,3,44.33,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005821,440400_G0380,珠海,440400,2026-06-07 10:00:00,低空物流走廊,1004.81,6.82,0.697,0.708,7.8,1.87,3.6,2,33.18,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005822,440300_G0259,深圳,440300,2026-06-03 12:00:00,文旅体验区,2890.23,11.42,0.719,0.717,6.69,0.09,5.46,1,26.55,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005823,610100_G0358,西安,610100,2026-06-04 22:00:00,适飞空域,2285.19,5.86,0.738,0.593,6.86,0.38,9.07,0,12.14,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005824,610100_G0225,西安,610100,2026-06-02 00:00:00,文旅体验区,422.02,10.45,0.723,0.867,6.29,1.19,10.14,2,26.04,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005825,610100_G0047,西安,610100,2026-06-01 21:00:00,敏感目标保护区,1043.2,9.86,0.474,0.531,1.08,0.31,0.5,3,83.47,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005826,310000_G0018,上海,310000,2026-06-04 03:00:00,适飞空域,3254.37,14.16,0.874,0.353,7.26,0.02,11.14,1,28.15,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005827,340100_G0037,合肥,340100,2026-06-03 02:00:00,适飞空域,1598.89,28.27,0.876,0.837,3.51,0.2,4.31,2,22.37,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005828,460100_G0089,海口,460100,2026-06-01 01:00:00,适飞空域,4191.0,7.37,0.837,0.807,5.47,0.2,11.09,2,22.81,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005829,410100_G0364,郑州,410100,2026-06-03 05:00:00,适飞空域,451.87,6.39,0.865,0.843,4.82,0.22,8.08,0,15.57,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005830,370200_G0265,青岛,370200,2026-06-03 00:00:00,低空物流走廊,2208.28,6.95,0.531,0.885,4.55,0.11,7.11,0,23.96,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005831,330100_G0063,杭州,330100,2026-06-02 09:00:00,适飞空域,3108.14,5.43,0.799,0.447,3.85,0.1,12.41,1,23.15,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005832,430100_G0423,长沙,430100,2026-06-05 19:00:00,机场净空保护区,2543.36,17.9,0.815,0.912,3.86,1.7,8.58,3,70.65,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005833,440400_G0288,珠海,440400,2026-06-05 06:00:00,适飞空域,3503.89,2.7,0.535,0.843,7.16,1.12,3.97,1,36.92,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005834,330100_G0203,杭州,330100,2026-06-01 23:00:00,适飞空域,2648.62,22.39,0.48,0.879,9.03,0.39,6.91,0,25.62,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005835,420100_G0254,武汉,420100,2026-06-07 05:00:00,敏感目标保护区,1571.1,1.12,0.925,0.722,4.73,0.42,5.38,3,95.14,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005836,330100_G0238,杭州,330100,2026-06-06 19:00:00,管制空域,2758.92,7.14,0.693,0.7,4.89,0.41,11.82,1,59.47,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005837,510100_G0202,成都,510100,2026-06-07 10:00:00,机场净空保护区,344.3,15.31,0.563,0.782,6.13,0.41,9.9,1,70.38,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005838,440100_G0422,广州,440100,2026-06-06 17:00:00,适飞空域,1832.56,0.0,0.832,0.793,4.77,0.63,9.75,1,13.12,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005839,430100_G0436,长沙,430100,2026-06-04 22:00:00,适飞空域,592.96,29.57,0.627,0.827,2.37,0.78,8.6,0,11.41,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005840,320600_G0069,南通,320600,2026-06-04 03:00:00,适飞空域,716.2,20.76,0.463,0.888,1.63,0.98,9.38,1,13.61,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005841,500000_G0406,重庆,500000,2026-06-04 12:00:00,敏感目标保护区,842.0,34.65,0.582,0.567,3.73,0.9,5.5,3,76.59,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005842,370200_G0302,青岛,370200,2026-06-07 05:00:00,适飞空域,1632.26,9.23,0.358,0.837,5.04,0.23,3.9,1,19.4,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005843,441900_G0423,东莞,441900,2026-06-07 22:00:00,适飞空域,3902.82,28.63,0.441,0.81,1.47,0.24,4.58,2,21.2,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005844,350200_G0497,厦门,350200,2026-06-06 20:00:00,适飞空域,2602.11,7.06,0.756,0.916,2.62,0.19,6.36,0,9.77,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005845,330100_G0366,杭州,330100,2026-06-02 23:00:00,敏感目标保护区,1667.97,10.38,0.576,0.876,4.22,1.62,9.64,3,69.26,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005846,440100_G0125,广州,440100,2026-06-03 00:00:00,适飞空域,3123.59,9.28,0.945,0.66,5.59,0.79,7.6,0,38.28,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005847,370200_G0427,青岛,370200,2026-06-06 10:00:00,文旅体验区,4057.74,19.6,0.619,0.595,2.35,0.27,11.87,3,46.15,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005848,350200_G0200,厦门,350200,2026-06-07 15:00:00,适飞空域,3057.67,15.43,0.694,0.876,3.0,0.33,10.49,1,22.29,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005849,110000_G0313,北京,110000,2026-06-04 11:00:00,文旅体验区,2679.81,24.91,0.731,0.578,3.12,1.07,6.22,1,42.66,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005850,440300_G0419,深圳,440300,2026-06-02 23:00:00,文旅体验区,2103.28,19.4,0.631,0.87,0.0,0.0,8.33,1,38.1,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005851,460100_G0004,海口,460100,2026-06-07 05:00:00,适飞空域,3752.67,10.79,0.651,0.856,2.86,0.94,6.97,1,26.4,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005852,320600_G0107,南通,320600,2026-06-01 07:00:00,适飞空域,1080.74,47.64,0.574,0.694,3.25,0.08,5.88,0,15.9,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005853,370200_G0158,青岛,370200,2026-06-07 17:00:00,管制空域,2341.1,11.28,0.755,0.582,4.23,0.57,9.9,2,27.75,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005854,500000_G0266,重庆,500000,2026-06-03 05:00:00,适飞空域,1021.59,15.1,0.752,0.89,6.68,1.1,9.54,1,18.78,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005855,370200_G0087,青岛,370200,2026-06-05 16:00:00,机场净空保护区,873.38,7.99,0.788,0.979,2.18,0.01,9.79,0,63.62,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005856,330100_G0446,杭州,330100,2026-06-07 21:00:00,文旅体验区,1561.87,10.23,0.638,0.661,1.46,0.24,8.36,1,27.06,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005857,320100_G0321,南京,320100,2026-06-01 16:00:00,适飞空域,2771.85,31.89,0.825,0.739,5.19,0.2,5.47,0,11.05,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005858,610100_G0364,西安,610100,2026-06-01 21:00:00,适飞空域,1710.59,1.85,0.504,0.669,5.74,0.55,7.47,0,29.39,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005859,420100_G0262,武汉,420100,2026-06-04 11:00:00,敏感目标保护区,1763.68,11.8,0.842,0.872,7.26,0.75,11.62,0,65.86,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005860,350200_G0063,厦门,350200,2026-06-03 20:00:00,适飞空域,2140.17,23.79,0.674,0.751,4.59,0.2,5.81,2,29.58,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005861,500000_G0232,重庆,500000,2026-06-03 04:00:00,适飞空域,2618.63,2.21,0.616,0.586,5.3,0.69,5.37,3,24.37,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005862,460100_G0214,海口,460100,2026-06-02 17:00:00,适飞空域,1429.7,0.0,0.703,0.824,3.15,0.02,13.57,0,12.39,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005863,350200_G0219,厦门,350200,2026-06-02 01:00:00,机场净空保护区,940.47,17.55,0.953,0.662,2.3,0.66,13.47,5,65.33,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005864,350200_G0175,厦门,350200,2026-06-03 16:00:00,管制空域,1215.04,6.78,0.543,0.784,5.95,0.08,3.47,3,63.0,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005865,410100_G0307,郑州,410100,2026-06-03 19:00:00,适飞空域,864.85,17.02,0.637,0.861,0.0,1.42,11.83,1,14.53,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005866,350200_G0322,厦门,350200,2026-06-03 19:00:00,适飞空域,256.48,8.67,0.687,0.746,3.17,0.33,9.61,1,34.72,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005867,441900_G0068,东莞,441900,2026-06-01 08:00:00,敏感目标保护区,1319.64,15.11,0.805,0.905,8.96,0.35,9.4,4,76.36,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005868,441900_G0324,东莞,441900,2026-06-04 18:00:00,适飞空域,1602.6,10.49,0.886,0.965,5.62,0.59,7.71,2,28.14,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005869,410100_G0321,郑州,410100,2026-06-06 07:00:00,管制空域,4015.74,6.35,0.703,0.919,2.44,0.44,8.39,1,47.08,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005870,430100_G0328,长沙,430100,2026-06-06 15:00:00,管制空域,677.53,25.56,0.914,0.77,3.25,0.02,14.02,1,57.69,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005871,310000_G0445,上海,310000,2026-06-06 22:00:00,管制空域,3020.31,9.33,0.894,0.905,3.14,0.62,3.89,6,66.55,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005872,350200_G0411,厦门,350200,2026-06-06 18:00:00,禁飞区,776.71,21.96,0.668,0.885,3.52,1.78,8.27,4,92.65,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005873,310000_G0383,上海,310000,2026-06-04 04:00:00,适飞空域,3453.18,18.72,0.283,0.781,4.77,0.43,9.57,2,23.36,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005874,610100_G0034,西安,610100,2026-06-02 17:00:00,适飞空域,2186.86,35.29,0.595,0.733,5.62,1.09,7.46,0,12.48,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005875,610100_G0460,西安,610100,2026-06-05 08:00:00,机场净空保护区,1280.31,17.37,0.807,0.746,4.08,0.32,5.85,2,72.74,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005876,410100_G0319,郑州,410100,2026-06-03 16:00:00,适飞空域,978.41,14.88,0.79,0.877,4.24,0.79,3.55,1,25.23,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005877,420100_G0154,武汉,420100,2026-06-06 13:00:00,适飞空域,1661.37,12.0,0.701,0.713,4.12,0.04,6.87,0,18.64,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005878,340100_G0041,合肥,340100,2026-06-06 09:00:00,机场净空保护区,5995.4,22.11,0.697,0.949,3.6,0.45,6.04,4,69.58,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005879,370200_G0456,青岛,370200,2026-06-01 21:00:00,适飞空域,802.11,34.98,0.958,0.566,2.83,0.68,7.8,0,4.4,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005880,320100_G0466,南京,320100,2026-06-05 08:00:00,适飞空域,2421.37,5.34,0.643,0.747,2.09,2.04,8.9,0,19.33,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005881,510100_G0149,成都,510100,2026-06-01 03:00:00,机场净空保护区,3716.73,33.07,0.583,0.88,1.94,0.89,3.82,7,71.57,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005882,320100_G0480,南京,320100,2026-06-06 02:00:00,管制空域,1904.93,6.08,0.404,0.946,1.72,0.33,12.2,3,48.23,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005883,320600_G0035,南通,320600,2026-06-05 09:00:00,机场净空保护区,4979.07,6.85,0.686,0.721,5.37,1.17,5.72,2,63.45,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005884,320500_G0418,苏州,320500,2026-06-06 09:00:00,适飞空域,1514.3,29.41,0.995,0.45,4.81,0.04,8.6,0,7.18,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005885,500000_G0421,重庆,500000,2026-06-02 09:00:00,低空物流走廊,1700.51,16.48,0.657,0.715,3.81,1.02,5.18,3,24.08,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005886,440100_G0345,广州,440100,2026-06-03 00:00:00,低空物流走廊,664.77,13.67,0.611,0.592,5.67,0.74,8.46,1,26.84,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005887,440100_G0169,广州,440100,2026-06-02 13:00:00,适飞空域,3012.88,13.62,0.78,0.725,5.31,0.0,9.4,1,21.7,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005888,460100_G0409,海口,460100,2026-06-02 13:00:00,敏感目标保护区,1287.31,7.93,0.879,0.812,5.87,0.01,7.7,3,62.81,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005889,320600_G0227,南通,320600,2026-06-06 11:00:00,适飞空域,2578.84,14.14,0.302,0.96,4.06,0.9,10.91,0,17.2,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005890,320600_G0248,南通,320600,2026-06-03 18:00:00,适飞空域,1141.1,3.58,0.496,0.831,1.8,0.1,6.74,0,32.11,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005891,460100_G0215,海口,460100,2026-06-01 02:00:00,机场净空保护区,250.6,24.05,0.407,0.725,2.24,0.45,13.88,3,70.97,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005892,441900_G0187,东莞,441900,2026-06-06 23:00:00,适飞空域,1036.82,22.15,0.518,0.745,0.71,0.14,8.55,1,34.26,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005893,410100_G0048,郑州,410100,2026-06-07 12:00:00,适飞空域,1833.58,0.0,0.641,0.838,4.72,0.72,8.58,0,13.31,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005894,410100_G0409,郑州,410100,2026-06-03 04:00:00,文旅体验区,3652.42,10.75,0.416,0.789,4.61,0.67,6.06,0,41.9,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005895,610100_G0444,西安,610100,2026-06-01 06:00:00,禁飞区,1506.77,18.78,0.795,0.877,2.81,0.63,10.96,3,89.47,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005896,370200_G0485,青岛,370200,2026-06-06 20:00:00,敏感目标保护区,4829.11,36.76,0.788,0.926,0.84,0.87,10.36,8,90.08,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0005897,110000_G0164,北京,110000,2026-06-05 18:00:00,适飞空域,2842.48,8.22,0.534,0.735,6.02,0.39,11.46,1,31.49,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
