alert_id,flight_plan_id,aircraft_id,city,city_code,route_id,timestamp,alert_type,severity,lat,lon,altitude_m,detection_source,confidence,disposal_status,response_time_min,closed_loop,data_nature,source_basis
AL0005067,FP007072,UAV00508,海口,460100,RT_460100_052,2026-06-06 13:35:32,远程识别异常,高,20.0558147,110.0693634,53.16,光电,0.854,已闭环,0.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005068,FP005750,UAV02764,东莞,441900,RT_441900_052,2026-02-20 14:30:28,通信链路弱,中,23.0368678,113.6090715,108.7,无人机云系统,0.693,待核查,6.1,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005069,FP004612,UAV00038,深圳,440300,RT_440300_002,2026-06-14 02:20:45,低电量告警,中,22.5819981,114.3138693,24.5,5G-A通感,0.87,已闭环,1.2,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005070,FP004564,UAV01020,南京,320100,RT_320100_046,2026-06-02 09:25:07,远程识别异常,高,32.1033852,118.8365331,160.29,光电,0.534,已闭环,3.2,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005071,FP005412,UAV01303,武汉,420100,RT_420100_035,2026-03-16 09:53:42,低电量告警,中,30.705652,114.4712006,108.61,5G-A通感,0.969,已闭环,2.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005072,FP003274,UAV02127,上海,310000,RT_310000_032,2026-06-16 14:24:22,远程识别异常,高,31.0826956,121.467362,73.12,5G-A通感,0.862,待核查,1.8,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005073,FP004354,UAV01259,杭州,330100,RT_330100_032,2026-02-11 20:44:03,禁飞区接近,严重,30.3633094,119.9396508,70.73,光电,0.982,已闭环,14.2,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005074,FP000396,UAV01535,海口,460100,RT_460100_033,2026-06-19 03:13:24,速度异常,中,20.0197637,110.1718648,54.65,光电,0.649,已闭环,4.6,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005075,FP001906,UAV01107,郑州,410100,RT_410100_010,2026-01-20 15:47:37,低电量告警,中,34.6766017,113.6725532,29.65,5G-A通感,0.801,处理中,8.7,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005076,FP006683,UAV00834,苏州,320500,RT_320500_051,2026-03-03 15:54:23,通信链路弱,中,31.1015968,120.6953091,35.78,射频,0.774,已闭环,19.9,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005077,FP004288,UAV00834,成都,510100,RT_510100_009,2026-05-28 23:28:02,通信链路弱,中,30.5742516,104.0721553,65.98,无人机云系统,0.506,已闭环,6.0,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005078,FP002396,UAV02705,东莞,441900,RT_441900_046,2026-01-02 19:24:36,通信链路弱,中,22.9484515,113.6947168,70.89,无人机云系统,0.621,待核查,9.5,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005079,FP000818,UAV00190,南京,320100,RT_320100_034,2026-05-31 22:38:52,远程识别异常,高,32.2440687,118.6730453,3.08,融合识别,0.819,已闭环,1.1,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005080,FP001865,UAV01796,厦门,350200,RT_350200_007,2026-06-04 15:25:42,速度异常,中,24.6612314,118.2823102,10.2,融合识别,0.982,已闭环,20.0,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005081,FP002134,UAV00317,深圳,440300,RT_440300_046,2026-03-20 05:11:47,低电量告警,中,22.5622495,114.1371342,116.03,无人机云系统,0.81,已闭环,4.4,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005082,FP000893,UAV01428,东莞,441900,RT_441900_060,2026-01-28 09:16:17,低电量告警,中,23.220467,113.9145347,59.54,射频,0.724,已闭环,0.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005083,FP005790,UAV02488,重庆,500000,RT_500000_045,2026-02-16 00:30:07,气象风险,中,29.478502,106.7221641,32.11,射频,0.852,已闭环,0.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005084,FP006285,UAV00219,北京,110000,RT_110000_014,2026-01-12 03:22:45,通信链路弱,中,40.0127406,116.3454847,15.88,光电,0.602,已闭环,22.1,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005085,FP007090,UAV00973,南通,320600,RT_320600_022,2026-04-01 17:16:43,人群密集区飞越,高,32.0868723,120.8223032,73.31,雷达,0.733,已闭环,0.7,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005086,FP005373,UAV02466,青岛,370200,RT_370200_011,2026-05-22 17:31:32,速度异常,中,36.2076246,120.5378625,56.67,无人机云系统,0.802,待核查,17.1,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005087,FP003544,UAV01004,苏州,320500,RT_320500_017,2026-02-03 14:23:50,通信链路弱,中,31.1822217,120.4577354,72.04,雷达,0.889,已闭环,1.8,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005088,FP001234,UAV00418,南京,320100,RT_320100_022,2026-03-10 21:34:11,电子围栏越界,高,32.036246,118.6785153,111.92,无人机云系统,0.795,已闭环,0.8,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005089,FP002357,UAV01126,厦门,350200,RT_350200_023,2026-05-31 18:36:06,速度异常,中,24.4096201,117.9817398,64.85,射频,0.735,已闭环,3.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005090,FP003685,UAV01458,厦门,350200,RT_350200_041,2026-06-12 06:33:04,人群密集区飞越,高,24.4431161,118.3289352,87.4,5G-A通感,0.911,已闭环,14.2,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005091,FP001066,UAV02716,上海,310000,RT_310000_033,2026-04-04 03:16:05,远程识别异常,高,31.1425361,121.4001696,77.11,无人机云系统,0.49,已闭环,2.8,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005092,FP000505,UAV02426,杭州,330100,RT_330100_048,2026-02-08 11:05:15,人群密集区飞越,高,30.4675663,120.1979721,84.62,无人机云系统,0.931,处理中,0.5,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005093,FP002617,UAV00956,成都,510100,RT_510100_044,2026-04-16 20:55:08,气象风险,中,30.6898822,104.0160763,57.77,光电,0.916,处理中,4.6,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005094,FP001761,UAV00995,武汉,420100,RT_420100_030,2026-06-21 23:14:09,气象风险,中,30.5763647,114.3187446,40.35,无人机云系统,0.746,处理中,5.9,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005095,FP006631,UAV01027,南京,320100,RT_320100_057,2026-04-15 12:13:23,电子围栏越界,高,32.1727807,118.876724,56.9,5G-A通感,0.899,已闭环,7.6,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005096,FP006626,UAV01235,南通,320600,RT_320600_033,2026-04-09 07:10:10,通信链路弱,中,32.0288439,120.8453341,98.97,光电,0.726,处理中,12.0,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005097,FP005844,UAV01833,北京,110000,RT_110000_016,2026-02-27 08:03:02,禁飞区接近,严重,39.8197771,116.4930047,51.63,无人机云系统,0.928,已闭环,7.3,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005098,FP003274,UAV02127,上海,310000,RT_310000_032,2026-06-16 14:23:31,禁飞区接近,严重,31.0852966,121.4631821,82.84,融合识别,0.924,已闭环,4.4,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005099,FP003518,UAV00527,郑州,410100,RT_410100_055,2026-01-07 03:40:00,远程识别异常,高,34.8287635,113.6379294,53.33,无人机云系统,0.626,待核查,0.9,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005100,FP007234,UAV00299,广州,440100,RT_440100_017,2026-04-26 05:31:12,气象风险,中,23.3055675,113.1644371,72.53,雷达,0.373,误报,12.0,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005101,FP001885,UAV00948,杭州,330100,RT_330100_034,2026-04-19 15:12:41,人群密集区飞越,高,30.2945412,120.0061085,66.05,无人机云系统,0.829,处理中,6.0,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005102,FP005784,UAV01991,南通,320600,RT_320600_009,2026-03-31 21:27:55,远程识别异常,高,32.0408941,120.961361,113.2,射频,0.631,处理中,2.3,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005103,FP005356,UAV01369,厦门,350200,RT_350200_059,2026-05-24 18:52:07,通信链路弱,中,24.3598786,118.0952588,91.8,射频,0.91,已闭环,1.2,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005104,FP000537,UAV00101,青岛,370200,RT_370200_008,2026-03-02 08:38:03,电子围栏越界,高,36.1212789,120.1818793,44.51,无人机云系统,0.82,待核查,1.1,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005105,FP002825,UAV00329,合肥,340100,RT_340100_014,2026-02-15 14:35:19,速度异常,中,31.7888124,117.40138,25.42,光电,0.708,处理中,2.2,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005106,FP005130,UAV02221,西安,610100,RT_610100_013,2026-03-11 02:35:44,低电量告警,中,34.2008767,108.7126651,80.3,射频,0.688,已闭环,2.7,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005107,FP006821,UAV00520,武汉,420100,RT_420100_033,2026-03-24 11:47:06,电子围栏越界,高,30.5497452,114.2100293,15.05,射频,0.87,已闭环,17.9,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005108,FP007975,UAV01227,南通,320600,RT_320600_001,2026-05-18 21:21:46,禁飞区接近,严重,31.895409,120.8003706,0.0,射频,0.653,处理中,0.5,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005109,FP000585,UAV01884,合肥,340100,RT_340100_055,2026-04-09 03:51:16,低电量告警,中,31.7500339,116.9692791,22.67,无人机云系统,0.636,已闭环,65.3,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005110,FP001764,UAV01062,长沙,430100,RT_430100_025,2026-02-13 09:41:23,低电量告警,中,28.2729483,112.6836415,0.88,射频,0.756,已闭环,0.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005111,FP006944,UAV02723,长沙,430100,RT_430100_051,2026-01-15 05:16:56,禁飞区接近,严重,28.2444377,112.7483111,0.0,射频,0.949,已闭环,2.7,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005112,FP000455,UAV01262,重庆,500000,RT_500000_044,2026-01-11 00:59:16,人群密集区飞越,高,29.768611,106.5691961,3.99,5G-A通感,0.627,已闭环,19.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005113,FP003310,UAV02010,长沙,430100,RT_430100_021,2026-01-25 15:05:50,气象风险,中,28.0940058,112.9812197,0.0,融合识别,0.707,待核查,10.4,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005114,FP004362,UAV02496,郑州,410100,RT_410100_019,2026-02-27 09:46:52,通信链路弱,中,34.6757807,113.4438835,66.47,5G-A通感,0.86,已闭环,1.3,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005115,FP003572,UAV01824,重庆,500000,RT_500000_050,2026-05-07 15:13:07,疑似黑飞目标,严重,29.4348904,106.5350416,38.08,雷达,0.981,处理中,1.4,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005116,FP007775,UAV00192,厦门,350200,RT_350200_048,2026-02-01 19:47:53,人群密集区飞越,高,24.5021632,118.1755336,79.56,雷达,0.856,已闭环,0.8,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005117,FP004649,UAV00102,海口,460100,RT_460100_011,2026-02-25 00:06:08,低电量告警,中,20.1288843,110.0800468,7.87,光电,0.939,处理中,11.7,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005118,FP000087,UAV02783,长沙,430100,RT_430100_034,2026-01-26 00:14:43,气象风险,中,28.0733996,112.8944809,53.32,射频,0.982,已闭环,15.2,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005119,FP002198,UAV01468,郑州,410100,RT_410100_043,2026-01-18 04:40:00,超高风险,严重,34.809315,113.6402397,11.76,融合识别,0.55,已闭环,6.1,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005120,FP002787,UAV01842,西安,610100,RT_610100_039,2026-05-26 02:05:01,速度异常,中,34.2251995,109.0864548,16.07,光电,0.939,已闭环,8.1,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005121,FP001450,UAV00210,东莞,441900,RT_441900_043,2026-02-19 19:30:19,气象风险,中,23.1316889,113.5486281,114.83,无人机云系统,0.657,待核查,12.7,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005122,FP002925,UAV00154,青岛,370200,RT_370200_032,2026-04-25 05:02:56,人群密集区飞越,高,36.0629893,120.2666123,119.86,5G-A通感,0.771,已闭环,22.8,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005123,FP005145,UAV00541,长沙,430100,RT_430100_056,2026-03-07 22:48:38,电子围栏越界,高,28.1132071,112.8451207,81.26,雷达,0.784,已闭环,1.0,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005124,FP002372,UAV01798,东莞,441900,RT_441900_031,2026-02-11 00:03:58,通信链路弱,中,23.0282316,113.7782909,70.15,5G-A通感,0.703,处理中,9.5,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005125,FP006183,UAV01426,青岛,370200,RT_370200_009,2026-01-20 15:19:15,低电量告警,中,36.15076,120.2905197,145.52,5G-A通感,0.852,已闭环,1.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005126,FP003319,UAV01572,长沙,430100,RT_430100_058,2026-04-09 00:25:50,速度异常,中,28.1948071,112.9108134,90.87,射频,0.686,已闭环,13.6,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005127,FP002354,UAV02012,东莞,441900,RT_441900_057,2026-05-25 06:08:30,气象风险,中,22.8631181,113.8191907,0.0,融合识别,0.897,待核查,1.9,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005128,FP000907,UAV01573,南通,320600,RT_320600_044,2026-02-28 03:30:44,低电量告警,中,31.9991622,120.6919252,39.69,雷达,0.369,处理中,5.6,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005129,FP004156,UAV00102,南京,320100,RT_320100_009,2026-03-21 14:33:08,气象风险,中,32.1821326,118.9101089,58.53,无人机云系统,0.884,已闭环,0.8,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005130,FP005137,UAV01560,广州,440100,RT_440100_033,2026-05-12 05:16:02,低电量告警,中,23.3252224,113.3528397,120.78,射频,0.873,已闭环,7.4,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005131,FP007761,UAV02746,东莞,441900,RT_441900_016,2026-04-09 06:45:20,超高风险,严重,23.1368302,113.6927345,150.79,无人机云系统,0.702,处理中,16.4,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005132,FP002327,UAV01230,长沙,430100,RT_430100_026,2026-02-22 01:03:02,人群密集区飞越,高,28.0991665,112.8905708,68.52,射频,0.663,已闭环,16.3,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005133,FP006313,UAV00004,深圳,440300,RT_440300_051,2026-05-12 09:49:13,禁飞区接近,严重,22.6831511,114.2305263,26.69,无人机云系统,0.814,待核查,4.2,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005134,FP003502,UAV02588,北京,110000,RT_110000_035,2026-01-08 14:25:13,远程识别异常,高,40.0239819,116.1611531,11.51,无人机云系统,0.678,已闭环,0.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005135,FP006160,UAV00494,东莞,441900,RT_441900_015,2026-06-11 01:40:54,电子围栏越界,高,23.0631208,113.8353291,45.75,雷达,0.478,已闭环,1.0,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005136,FP006136,UAV01271,南京,320100,RT_320100_042,2026-01-18 07:51:55,通信链路弱,中,32.1448841,119.0219147,115.51,无人机云系统,0.582,已闭环,3.1,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005137,FP006551,UAV02044,深圳,440300,RT_440300_010,2026-06-05 18:24:35,人群密集区飞越,高,22.4841871,113.8942159,33.07,雷达,0.92,误报,3.7,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005138,FP004375,UAV02189,武汉,420100,RT_420100_023,2026-06-18 07:39:02,人群密集区飞越,高,30.5332313,114.3032844,13.27,无人机云系统,0.749,已闭环,4.2,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005139,FP004454,UAV02172,武汉,420100,RT_420100_049,2026-05-11 12:48:00,电子围栏越界,高,30.6679551,114.440238,134.51,射频,0.829,已闭环,1.0,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005140,FP000781,UAV02685,珠海,440400,RT_440400_022,2026-05-17 04:42:48,超高风险,严重,22.2664921,113.5263373,67.04,雷达,0.797,处理中,10.7,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005141,FP004282,UAV00576,成都,510100,RT_510100_023,2026-01-13 00:33:28,远程识别异常,高,30.5841614,103.9590253,127.79,雷达,0.735,已闭环,4.8,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005142,FP002048,UAV02259,成都,510100,RT_510100_002,2026-04-28 12:23:49,疑似黑飞目标,严重,30.6238758,103.8492047,87.58,无人机云系统,0.817,处理中,8.4,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005143,FP004538,UAV00369,珠海,440400,RT_440400_035,2026-03-05 20:41:46,气象风险,中,22.3769936,113.7046875,45.04,射频,0.874,待核查,6.9,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005144,FP004747,UAV02118,广州,440100,RT_440100_050,2026-06-07 00:20:33,低电量告警,中,23.2545628,113.0739038,6.41,5G-A通感,0.784,已闭环,12.9,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005145,FP004607,UAV02013,南京,320100,RT_320100_001,2026-01-16 12:38:57,低电量告警,中,32.1509273,118.8402481,60.39,射频,0.543,已闭环,4.0,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005146,FP005054,UAV01184,重庆,500000,RT_500000_001,2026-01-24 00:03:58,电子围栏越界,高,29.5205164,106.6785477,68.26,5G-A通感,0.708,已闭环,12.3,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005147,FP002296,UAV01168,珠海,440400,RT_440400_005,2026-04-08 20:33:48,电子围栏越界,高,22.1856876,113.4269595,78.63,射频,0.468,待核查,16.4,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005148,FP006772,UAV00489,广州,440100,RT_440100_010,2026-03-22 05:47:35,通信链路弱,中,22.9489704,113.2333131,124.47,光电,0.871,已闭环,2.1,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005149,FP003670,UAV01674,长沙,430100,RT_430100_018,2026-04-25 20:50:11,超高风险,严重,28.2913662,112.9793137,109.7,无人机云系统,0.962,已闭环,8.6,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005150,FP001944,UAV01374,上海,310000,RT_310000_044,2026-05-14 03:23:26,禁飞区接近,严重,31.1536002,121.3472527,68.19,光电,0.84,已闭环,4.9,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005151,FP003563,UAV01961,重庆,500000,RT_500000_060,2026-02-19 10:59:30,低电量告警,中,29.5069322,106.5714379,97.38,5G-A通感,0.916,已闭环,3.9,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005152,FP001428,UAV00241,北京,110000,RT_110000_027,2026-03-26 07:16:54,禁飞区接近,严重,40.0796181,116.2033005,105.99,无人机云系统,0.388,处理中,1.2,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005153,FP002009,UAV01600,深圳,440300,RT_440300_022,2026-06-24 03:59:31,远程识别异常,高,22.495494,114.217206,57.3,光电,0.711,已闭环,5.9,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005154,FP003874,UAV01830,郑州,410100,RT_410100_017,2026-02-25 03:00:06,通信链路弱,中,34.7164473,113.4313098,153.69,雷达,0.589,已闭环,0.6,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005155,FP000739,UAV00678,北京,110000,RT_110000_049,2026-01-04 05:50:28,低电量告警,中,39.8336913,116.4042645,96.86,光电,0.841,已闭环,1.4,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005156,FP001274,UAV02229,成都,510100,RT_510100_003,2026-06-20 17:25:34,人群密集区飞越,高,30.4988236,104.0493944,113.96,光电,0.924,已闭环,6.3,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005157,FP001873,UAV00994,杭州,330100,RT_330100_058,2026-05-18 04:56:21,通信链路弱,中,30.3722577,120.3177726,39.71,雷达,0.499,处理中,45.4,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005158,FP002618,UAV00859,珠海,440400,RT_440400_013,2026-03-06 16:46:34,人群密集区飞越,高,22.2307145,113.3497814,30.52,无人机云系统,0.73,已闭环,24.8,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005159,FP003710,UAV01215,南通,320600,RT_320600_058,2026-06-20 16:31:35,禁飞区接近,严重,32.0178973,120.8284808,24.51,光电,0.277,误报,1.9,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005160,FP003809,UAV01129,厦门,350200,RT_350200_035,2026-01-26 10:13:33,通信链路弱,中,24.441686,117.9375443,14.6,无人机云系统,0.853,待核查,17.5,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005161,FP006736,UAV00802,海口,460100,RT_460100_029,2026-01-25 03:37:25,速度异常,中,20.2101532,110.4220478,20.54,5G-A通感,0.544,已闭环,0.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005162,FP004136,UAV00784,苏州,320500,RT_320500_046,2026-02-03 22:24:29,电子围栏越界,高,31.2370253,120.6327243,29.1,射频,0.811,已闭环,19.1,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005163,FP007405,UAV02077,北京,110000,RT_110000_020,2026-06-21 18:31:28,速度异常,中,39.9455806,116.4616282,35.09,雷达,0.925,已闭环,14.8,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005164,FP000078,UAV02684,深圳,440300,RT_440300_036,2026-04-28 00:54:40,通信链路弱,中,22.6654551,114.0728305,16.45,光电,0.872,处理中,0.5,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005165,FP003059,UAV01084,西安,610100,RT_610100_054,2026-03-22 19:34:22,禁飞区接近,严重,34.1574692,108.8270447,156.35,5G-A通感,0.815,已闭环,3.7,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
AL0005166,FP004449,UAV01128,广州,440100,RT_440100_035,2026-05-22 07:07:50,禁飞区接近,严重,23.1587173,113.1755908,122.67,雷达,0.628,已闭环,6.7,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发并补充随机告警，非真实执法记录。
